,Year,Neighborhood,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,11th Most Common Venue,12th Most Common Venue,13th Most Common Venue,14th Most Common Venue,15th Most Common Venue,16th Most Common Venue,17th Most Common Venue,18th Most Common Venue,19th Most Common Venue,20th Most Common Venue,Unnamed: 0
117,2020,Grasmere,Italian Restaurant,Bus Stop,Pizza Place,Deli / Bodega,Grocery Store,Pharmacy,Bakery,Liquor Store,Gym / Fitness Center,Bank,Tattoo Parlor,Supermarket,Japanese Restaurant,Chinese Restaurant,Coffee Shop,Scenic Lookout,Salon / Barbershop,Cosmetics Shop,Restaurant,Jewelry Store,117.0
118,2020,Gravesend,Donut Shop,Pizza Place,Bakery,Deli / Bodega,Bagel Shop,Bank,Bar,Chinese Restaurant,Pool Hall,Grocery Store,Lounge,Pharmacy,Plaza,Gym / Fitness Center,Electronics Store,Baseball Field,Dim Sum Restaurant,Mexican Restaurant,Gym,Park,118.0
119,2020,Great Kills,Italian Restaurant,Pizza Place,Ice Cream Shop,Bus Stop,Supermarket,Sushi Restaurant,Chinese Restaurant,Bar,Bagel Shop,Pharmacy,Donut Shop,Seafood Restaurant,Burger Joint,Japanese Restaurant,Grocery Store,Shipping Store,Harbor / Marina,Bank,Spa,Dessert Shop,119.0
120,2020,Greenpoint,Bar,Cocktail Bar,Coffee Shop,Yoga Studio,Pizza Place,Café,Polish Restaurant,Bakery,Mexican Restaurant,French Restaurant,Bagel Shop,Sushi Restaurant,Gym / Fitness Center,Scenic Lookout,New American Restaurant,Italian Restaurant,Restaurant,Wine Bar,Sandwich Place,Gastropub,120.0
121,2020,Greenridge,Pizza Place,Bagel Shop,Pharmacy,Sandwich Place,Ice Cream Shop,Shipping Store,Video Store,Coffee Shop,Trail,Fast Food Restaurant,Movie Theater,Chinese Restaurant,Doctor's Office,Video Game Store,Donut Shop,Discount Store,Bus Station,Wings Joint,Italian Restaurant,Wine Shop,121.0
122,2020,Greenwich Village,Italian Restaurant,Pizza Place,Seafood Restaurant,Sushi Restaurant,Café,Sandwich Place,Mediterranean Restaurant,Gym,Cosmetics Shop,Men's Store,Japanese Restaurant,French Restaurant,Bookstore,American Restaurant,Spa,Cheese Shop,Indie Movie Theater,Caribbean Restaurant,Cocktail Bar,Beer Store,122.0
123,2020,Grymes Hill,Sandwich Place,Park,Deli / Bodega,Restaurant,Spanish Restaurant,Dog Run,Pizza Place,Discount Store,Bus Stop,Beer Bar,American Restaurant,Intersection,Gym,Golf Course,Farmers Market,Fast Food Restaurant,Farm,Falafel Restaurant,Field,Factory,123.0
124,2020,Hamilton Heights,Coffee Shop,Mexican Restaurant,Bar,Café,Park,Yoga Studio,Sushi Restaurant,Deli / Bodega,Ethiopian Restaurant,American Restaurant,Pizza Place,School,Caribbean Restaurant,Food Truck,Spanish Restaurant,Bakery,Boutique,Scenic Lookout,Chinese Restaurant,Cocktail Bar,124.0
125,2020,Hammels,Beach,Surf Spot,Taco Place,Bar,Pharmacy,Board Shop,Food Truck,Coffee Shop,Wine Bar,Fast Food Restaurant,Bakery,Pizza Place,Supermarket,Donut Shop,Bank,Burger Joint,Sandwich Place,Fried Chicken Joint,Caribbean Restaurant,Gym / Fitness Center,125.0
126,2020,Heartland Village,Clothing Store,Cosmetics Shop,Accessories Store,Pharmacy,Shoe Store,Mobile Phone Shop,Sandwich Place,Coffee Shop,Sporting Goods Shop,Furniture / Home Store,Department Store,Donut Shop,Bus Stop,Supplement Shop,Boutique,Electronics Store,Women's Store,Toy / Game Store,Bagel Shop,Men's Store,126.0
127,2020,High  Bridge,Baseball Stadium,Lounge,Bar,Park,Plaza,Liquor Store,History Museum,Athletics & Sports,Historic Site,Caribbean Restaurant,Smoke Shop,Soccer Field,BBQ Joint,Gift Shop,Track Stadium,Sandwich Place,Baseball Field,Hobby Shop,Snack Place,Steakhouse,127.0
128,2020,Highland Park,Latin American Restaurant,Fast Food Restaurant,Pizza Place,Ice Cream Shop,Gym / Fitness Center,Donut Shop,Intersection,Bakery,Gym,Chinese Restaurant,Grocery Store,Big Box Store,Bar,Tennis Court,Park,Sandwich Place,Fried Chicken Joint,Boutique,Video Game Store,Deli / Bodega,128.0
129,2020,Hillcrest,Fast Food Restaurant,Mobile Phone Shop,Coffee Shop,Pizza Place,Ice Cream Shop,College Academic Building,Sandwich Place,Bank,Sushi Restaurant,Bakery,Donut Shop,Bus Station,Japanese Restaurant,College Cafeteria,Baseball Field,Basketball Court,Market,Food Court,Gym,Mexican Restaurant,129.0
130,2020,Hollis,Pizza Place,Ice Cream Shop,Mobile Phone Shop,Latin American Restaurant,Sandwich Place,Donut Shop,Deli / Bodega,Fast Food Restaurant,Fried Chicken Joint,Park,Southern / Soul Food Restaurant,Grocery Store,Baseball Field,Shopping Mall,Train Station,Market,Lounge,Pharmacy,Supermarket,IT Services,130.0
131,2020,Holliswood,Playground,Chinese Restaurant,Intersection,Shopping Mall,Liquor Store,Fried Chicken Joint,Bus Station,Bakery,Park,Fast Food Restaurant,Pizza Place,Donut Shop,Convenience Store,Bank,Shipping Store,Sandwich Place,Caribbean Restaurant,Southern / Soul Food Restaurant,Dog Run,Supermarket,131.0
132,2020,Homecrest,Bank,Grocery Store,Pharmacy,Russian Restaurant,Donut Shop,Sandwich Place,Pizza Place,Bakery,Restaurant,Sushi Restaurant,Spa,Vietnamese Restaurant,Café,Chinese Restaurant,Japanese Restaurant,Ice Cream Shop,Mexican Restaurant,Mobile Phone Shop,Shoe Store,Bath House,132.0
133,2020,Howard Beach,Italian Restaurant,Ice Cream Shop,Pizza Place,Pharmacy,Bagel Shop,Bank,Sandwich Place,Pet Store,Spa,Chinese Restaurant,Fast Food Restaurant,American Restaurant,Park,Sushi Restaurant,Business Service,Bar,Other Repair Shop,Seafood Restaurant,Gym / Fitness Center,Coffee Shop,133.0
134,2020,Howland Hook,Harbor / Marina,Border Crossing,Lounge,Resort,Peruvian Restaurant,Food,Farmers Market,Filipino Restaurant,Field,Fast Food Restaurant,Zoo Exhibit,Farm,Fish & Chips Shop,Falafel Restaurant,Factory,Eye Doctor,Film Studio,Flea Market,Fish Market,Event Space,134.0
135,2020,Hudson Yards,Hotel,Theater,Gym / Fitness Center,Gym,Coffee Shop,Cocktail Bar,Indie Theater,Dance Studio,Art Gallery,Lounge,Italian Restaurant,Peruvian Restaurant,Food Court,American Restaurant,Furniture / Home Store,Wine Shop,Music Venue,Sporting Goods Shop,Music Store,Sports Bar,135.0
136,2020,Huguenot,Bank,Train Station,Park,Ice Cream Shop,Sandwich Place,Donut Shop,Italian Restaurant,Bridal Shop,Eye Doctor,Factory,Falafel Restaurant,Fish & Chips Shop,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Exhibit,Film Studio,Farm,Zoo Exhibit,136.0
137,2020,Hunters Point,Italian Restaurant,Café,Coffee Shop,Bar,American Restaurant,Brewery,Park,Gym / Fitness Center,Deli / Bodega,Japanese Restaurant,Dog Run,Thai Restaurant,Latin American Restaurant,Burger Joint,Mexican Restaurant,Scenic Lookout,Wine Bar,Yoga Studio,Music Venue,Gym,137.0
138,2020,Hunts Point,Park,Waste Facility,Juice Bar,Seafood Restaurant,Market,BBQ Joint,Bakery,Coffee Shop,Chinese Restaurant,Grocery Store,Paper / Office Supplies Store,Gourmet Shop,Farmers Market,Boat or Ferry,Spanish Restaurant,Café,Food,Bus Stop,Nightclub,Travel & Transport,138.0
139,2020,Inwood,Latin American Restaurant,Deli / Bodega,Wine Bar,Mexican Restaurant,Café,Restaurant,Pizza Place,Spanish Restaurant,Chinese Restaurant,Bakery,Lounge,Park,Art Museum,Seafood Restaurant,Coffee Shop,Playground,Frozen Yogurt Shop,American Restaurant,Pharmacy,Wine Shop,139.0
140,2020,Jackson Heights,Bakery,South American Restaurant,Indian Restaurant,Latin American Restaurant,Thai Restaurant,Food Truck,Mexican Restaurant,Peruvian Restaurant,Pizza Place,Diner,Coffee Shop,Grocery Store,Empanada Restaurant,Arepa Restaurant,Argentinian Restaurant,Bar,Spanish Restaurant,Farmers Market,Park,Salvadoran Restaurant,140.0
141,2020,Jamaica Center,Fried Chicken Joint,Caribbean Restaurant,Sandwich Place,Pharmacy,Bank,Mobile Phone Shop,Donut Shop,Pizza Place,Coffee Shop,Clothing Store,Indian Restaurant,Chinese Restaurant,Mexican Restaurant,Performing Arts Venue,Department Store,Fast Food Restaurant,Latin American Restaurant,Vegetarian / Vegan Restaurant,Southern / Soul Food Restaurant,American Restaurant,141.0
142,2020,Jamaica Estates,Fast Food Restaurant,Donut Shop,Fried Chicken Joint,Deli / Bodega,Chinese Restaurant,Indian Restaurant,Convenience Store,Supermarket,Bank,Coffee Shop,College Academic Building,Pharmacy,College Cafeteria,Colombian Restaurant,Southern / Soul Food Restaurant,Halal Restaurant,Bar,Thai Restaurant,Mobile Phone Shop,Sandwich Place,142.0
143,2020,Jamaica Hills,Fast Food Restaurant,Pharmacy,Donut Shop,Coffee Shop,Pizza Place,Bank,Chinese Restaurant,Clothing Store,Sandwich Place,Fried Chicken Joint,Bus Station,Mobile Phone Shop,Indian Restaurant,American Restaurant,Supermarket,Southern / Soul Food Restaurant,Mexican Restaurant,Halal Restaurant,Department Store,Ice Cream Shop,143.0
144,2020,Kensington,Pizza Place,Grocery Store,Gas Station,Café,Thai Restaurant,Deli / Bodega,Ice Cream Shop,Mexican Restaurant,Bakery,Spa,Coffee Shop,Middle Eastern Restaurant,Supermarket,Chinese Restaurant,Fast Food Restaurant,Indian Restaurant,Kids Store,Sandwich Place,Convenience Store,Playground,144.0
145,2020,Kew Gardens,Pizza Place,Gym / Fitness Center,Indian Restaurant,Coffee Shop,Juice Bar,Caribbean Restaurant,Bank,Market,Metro Station,Mexican Restaurant,Gourmet Shop,Movie Theater,Boxing Gym,New American Restaurant,Spa,South American Restaurant,Shop & Service,Park,Bagel Shop,Pet Service,145.0
146,2020,Kew Gardens Hills,Pizza Place,Bank,Sandwich Place,Bus Stop,Bus Station,Pharmacy,Liquor Store,Bar,Middle Eastern Restaurant,Sushi Restaurant,Chinese Restaurant,Trail,Donut Shop,Intersection,Electronics Store,Playground,Dance Studio,Bagel Shop,Dessert Shop,Grocery Store,146.0
147,2020,Kingsbridge,Pizza Place,Mexican Restaurant,Bar,Diner,Donut Shop,Coffee Shop,Sandwich Place,Bank,Supermarket,Park,Bakery,Bagel Shop,Latin American Restaurant,Trail,Gym,Spanish Restaurant,Burger Joint,Café,Deli / Bodega,Pharmacy,147.0
148,2020,Kingsbridge Heights,Gym,Supermarket,Chinese Restaurant,Coffee Shop,Diner,Latin American Restaurant,Spanish Restaurant,Park,Theater,Mexican Restaurant,Seafood Restaurant,History Museum,Pizza Place,Playground,Donut Shop,Juice Bar,Bakery,Yoga Studio,Vietnamese Restaurant,Department Store,148.0
149,2020,Laurelton,Caribbean Restaurant,Cosmetics Shop,Intersection,Park,Train Station,Donut Shop,Pharmacy,Bank,Fast Food Restaurant,Fried Chicken Joint,Grocery Store,Clothing Store,Supermarket,Bus Station,Jewelry Store,Smoke Shop,Chinese Restaurant,Sculpture Garden,Shipping Store,Food Truck,149.0
150,2020,Lefrak City,Cosmetics Shop,Coffee Shop,Clothing Store,Bakery,Department Store,Argentinian Restaurant,Shoe Store,Donut Shop,Restaurant,Supermarket,Sushi Restaurant,Lingerie Store,Mexican Restaurant,Bagel Shop,Toy / Game Store,Sandwich Place,Grocery Store,Liquor Store,Empanada Restaurant,Fast Food Restaurant,150.0
151,2020,Lenox Hill,Italian Restaurant,Cocktail Bar,Sushi Restaurant,Coffee Shop,Gym / Fitness Center,Burger Joint,Cycle Studio,Gym,Wine Bar,Café,Bakery,Spanish Restaurant,Bar,French Restaurant,Thai Restaurant,Dessert Shop,Vegetarian / Vegan Restaurant,Grocery Store,Women's Store,Restaurant,151.0
152,2020,Lighthouse Hill,Golf Course,Italian Restaurant,Bagel Shop,Art Museum,Trail,Cosmetics Shop,Café,Spa,History Museum,Ice Cream Shop,Fast Food Restaurant,Filipino Restaurant,Field,Farm,Farmers Market,Falafel Restaurant,Factory,Eye Doctor,Exhibit,Film Studio,152.0
153,2020,Lincoln Square,Coffee Shop,Plaza,Italian Restaurant,Jazz Club,Performing Arts Venue,Theater,Wine Bar,French Restaurant,Indie Movie Theater,Gym / Fitness Center,Gym,Concert Hall,Park,Bakery,Cycle Studio,Café,Spa,Food Truck,Sushi Restaurant,Hotel,153.0
154,2020,Lindenwood,Ice Cream Shop,Pizza Place,Bank,Chinese Restaurant,Pet Store,Bakery,Donut Shop,Italian Restaurant,Liquor Store,Pharmacy,Dance Studio,Restaurant,Cosmetics Shop,Convenience Store,Coffee Shop,Construction & Landscaping,Comfort Food Restaurant,Department Store,Clothing Store,Shoe Store,154.0
155,2020,Little Italy,Sandwich Place,Italian Restaurant,Cocktail Bar,Pizza Place,Yoga Studio,Women's Store,Café,Wine Bar,Bakery,Men's Store,Seafood Restaurant,Thai Restaurant,Salon / Barbershop,Clothing Store,Jewelry Store,Cosmetics Shop,Australian Restaurant,Vegetarian / Vegan Restaurant,Dessert Shop,Mediterranean Restaurant,155.0
156,2020,Little Neck,Chinese Restaurant,Italian Restaurant,Deli / Bodega,Bank,Coffee Shop,Spa,Mobile Phone Shop,Bagel Shop,Bakery,Japanese Restaurant,Donut Shop,Train Station,Greek Restaurant,Sandwich Place,Peruvian Restaurant,Lounge,Frozen Yogurt Shop,Gym,Grocery Store,Parking,156.0
157,2020,Long Island City,Coffee Shop,Hotel,Bar,Café,Gym,Brewery,Pizza Place,Italian Restaurant,Indian Restaurant,Deli / Bodega,Bubble Tea Shop,Indie Theater,Art Museum,Mexican Restaurant,Dessert Shop,Gym / Fitness Center,Climbing Gym,Office,Gym Pool,Thai Restaurant,157.0
158,2020,Longwood,Fast Food Restaurant,Grocery Store,Sandwich Place,Donut Shop,Pharmacy,Pizza Place,Chinese Restaurant,Latin American Restaurant,Discount Store,Mexican Restaurant,Bakery,Coffee Shop,Gym,Food Truck,Bus Stop,Mobile Phone Shop,Theater,Supermarket,Nightclub,Gift Shop,158.0
159,2020,Lower East Side,Italian Restaurant,Mexican Restaurant,Sandwich Place,Wine Shop,Café,Cocktail Bar,Coffee Shop,Juice Bar,Boutique,Garden,Bar,Bakery,Food Court,Latin American Restaurant,Shoe Store,Art Gallery,Asian Restaurant,Grocery Store,Pizza Place,Ice Cream Shop,159.0
160,2020,Madison,Pizza Place,Donut Shop,Mobile Phone Shop,Sushi Restaurant,Pharmacy,Bagel Shop,Bank,Grocery Store,Restaurant,Gourmet Shop,Department Store,Deli / Bodega,American Restaurant,Ice Cream Shop,Supplement Shop,Sporting Goods Shop,Track,Food Truck,Basketball Court,Gym,160.0
161,2020,Malba,Pizza Place,Cosmetics Shop,Discount Store,Chinese Restaurant,Bank,Bus Station,Coffee Shop,Diner,Ice Cream Shop,Gym,Park,Shopping Mall,Electronics Store,Clothing Store,Department Store,Big Box Store,Pharmacy,Gastropub,Fast Food Restaurant,Furniture / Home Store,161.0
162,2020,Manhattan Beach,Italian Restaurant,Turkish Restaurant,Dessert Shop,Sandwich Place,Seafood Restaurant,Café,Eastern European Restaurant,Russian Restaurant,Bus Stop,Bar,Restaurant,Performing Arts Venue,Creperie,Boat or Ferry,Grocery Store,Greek Restaurant,Gourmet Shop,Outlet Store,Beach,Lounge,162.0
163,2020,Manhattan Terrace,Pizza Place,Bank,Donut Shop,Sushi Restaurant,Bagel Shop,Grocery Store,Mobile Phone Shop,Pharmacy,Coffee Shop,Bakery,Fast Food Restaurant,Video Game Store,Convenience Store,Café,Department Store,Ice Cream Shop,Cosmetics Shop,Japanese Restaurant,Salad Place,Gourmet Shop,163.0
164,2020,Manhattan Valley,Park,Coffee Shop,Grocery Store,Chinese Restaurant,Bar,Indian Restaurant,Pizza Place,Mexican Restaurant,Ice Cream Shop,Latin American Restaurant,Spa,Playground,Bagel Shop,Bakery,Italian Restaurant,Farmers Market,Yoga Studio,Wine Shop,Gym / Fitness Center,Speakeasy,164.0
165,2020,Manhattanville,Park,Italian Restaurant,Mexican Restaurant,Coffee Shop,Café,Tennis Court,Seafood Restaurant,Pizza Place,American Restaurant,Chinese Restaurant,Cocktail Bar,Art Gallery,Historic Site,Deli / Bodega,Lounge,Theater,Indian Restaurant,Boutique,Pharmacy,Wine Shop,165.0
166,2020,Manor Heights,Chinese Restaurant,Bus Stop,Liquor Store,Donut Shop,Deli / Bodega,Pharmacy,Pizza Place,Go Kart Track,Campground,Gym / Fitness Center,Skating Rink,Grocery Store,Bank,Bagel Shop,Sandwich Place,Mini Golf,Dog Run,IT Services,Ice Cream Shop,American Restaurant,166.0
167,2020,Marble Hill,Park,Pizza Place,Donut Shop,Sandwich Place,Mexican Restaurant,Supermarket,Café,Spanish Restaurant,Bus Station,Scenic Lookout,Pharmacy,Bank,Gym,Bakery,Coffee Shop,Tennis Court,Bar,River,Thrift / Vintage Store,College Stadium,167.0
168,2020,Marine Park,Clothing Store,Ice Cream Shop,American Restaurant,Mobile Phone Shop,Furniture / Home Store,Electronics Store,Diner,Deli / Bodega,Sandwich Place,Bakery,Cosmetics Shop,Gym,Italian Restaurant,Grocery Store,Bank,Bagel Shop,Coffee Shop,Accessories Store,Convenience Store,Bus Station,168.0
169,2020,Mariner's Harbor,Ice Cream Shop,Pizza Place,Men's Store,Bus Stop,Deli / Bodega,Diner,Fast Food Restaurant,Supermarket,Pharmacy,Automotive Shop,Sandwich Place,Bagel Shop,Bakery,Nightlife Spot,Chinese Restaurant,Park,Middle Eastern Restaurant,Sushi Restaurant,Breakfast Spot,Furniture / Home Store,169.0
170,2020,Maspeth,Pizza Place,Bank,Donut Shop,Bakery,Diner,Grocery Store,Deli / Bodega,Coffee Shop,Bus Line,Convenience Store,Park,Video Store,Café,Ice Cream Shop,Dance Studio,Discount Store,Italian Restaurant,Supermarket,Gas Station,Mobile Phone Shop,170.0
171,2020,Melrose,Pizza Place,Mexican Restaurant,Donut Shop,Grocery Store,Sandwich Place,Pharmacy,Supermarket,Gym,Chinese Restaurant,Fast Food Restaurant,Fried Chicken Joint,Mobile Phone Shop,Latin American Restaurant,Art Gallery,Gym / Fitness Center,Kids Store,Hotel,Discount Store,Spanish Restaurant,Diner,171.0
172,2020,Middle Village,Pizza Place,Deli / Bodega,Convenience Store,Bank,Playground,Chinese Restaurant,Grocery Store,Pharmacy,Sushi Restaurant,Donut Shop,Bagel Shop,Spa,Bus Line,Sports Bar,Bus Station,Discount Store,Bus Stop,Dance Studio,Bakery,Intersection,172.0
173,2020,Midland Beach,Beach,Fast Food Restaurant,Bus Stop,Restaurant,Cosmetics Shop,Bagel Shop,American Restaurant,Bookstore,Baseball Field,Soccer Field,Asian Restaurant,Chinese Restaurant,Bank,Bakery,Miscellaneous Shop,Pet Store,Automotive Shop,Grocery Store,Locksmith,Eastern European Restaurant,173.0
174,2020,Midtown,Theater,Coffee Shop,Plaza,Bakery,Gourmet Shop,American Restaurant,Hotel,Steakhouse,Bookstore,Mediterranean Restaurant,Concert Hall,Toy / Game Store,Cuban Restaurant,Sandwich Place,Pizza Place,Grocery Store,Food Truck,Cosmetics Shop,Gym,Szechuan Restaurant,174.0
175,2020,Midtown South,Korean Restaurant,Coffee Shop,Gym / Fitness Center,Hotel,Pizza Place,Bakery,Café,American Restaurant,Vegetarian / Vegan Restaurant,Italian Restaurant,Miscellaneous Shop,Park,Sandwich Place,Martial Arts Dojo,Cuban Restaurant,Fast Food Restaurant,Golf Course,Building,Speakeasy,Museum,175.0
176,2020,Midwood,Pizza Place,Bakery,Sushi Restaurant,Café,Ice Cream Shop,Bank,Bagel Shop,Grocery Store,Pharmacy,Coffee Shop,Convenience Store,Restaurant,Deli / Bodega,Supermarket,Japanese Restaurant,Rental Car Location,Breakfast Spot,Candy Store,Sporting Goods Shop,Performing Arts Venue,176.0
177,2020,Mill Basin,Clothing Store,Pizza Place,Chinese Restaurant,Cosmetics Shop,Italian Restaurant,Bank,Mexican Restaurant,Mobile Phone Shop,Gym,Pharmacy,Lingerie Store,Kids Store,Bagel Shop,Electronics Store,Convenience Store,Supermarket,Shoe Store,Snack Place,American Restaurant,Donut Shop,177.0
178,2020,Mill Island,Gym,Pizza Place,Harbor / Marina,Burger Joint,Bakery,Seafood Restaurant,Park,Golf Course,Pet Store,BBQ Joint,Hardware Store,Playground,Food Truck,Tourist Information Center,Entertainment Service,Gym Pool,Middle Eastern Restaurant,Boat or Ferry,Chinese Restaurant,Sandwich Place,178.0
179,2020,Morningside Heights,Coffee Shop,American Restaurant,Park,Italian Restaurant,Chinese Restaurant,Grocery Store,Bakery,Seafood Restaurant,Bookstore,Playground,Sandwich Place,Pizza Place,Dog Run,Burger Joint,Farmers Market,Café,Gastropub,Wine Shop,Mexican Restaurant,Bagel Shop,179.0
180,2020,Morris Heights,Food Truck,Pharmacy,Pizza Place,Grocery Store,Deli / Bodega,Supermarket,Fast Food Restaurant,Playground,Spanish Restaurant,Chinese Restaurant,Bus Station,Bridge,Bank,Bar,Baseball Field,Basketball Court,Gym,Food,Fried Chicken Joint,Metro Station,180.0
181,2020,Morris Park,Pizza Place,Sandwich Place,Gym,Italian Restaurant,Pharmacy,Bank,Coffee Shop,Donut Shop,Bar,Fast Food Restaurant,Supermarket,American Restaurant,Rental Car Location,Medical Center,Mexican Restaurant,Bakery,Mobile Phone Shop,Deli / Bodega,Sushi Restaurant,Spanish Restaurant,181.0
182,2020,Morrisania,Grocery Store,Fast Food Restaurant,Pharmacy,Sandwich Place,Pizza Place,Donut Shop,Mobile Phone Shop,Gym,Discount Store,Latin American Restaurant,Mexican Restaurant,Diner,Fish Market,Bowling Alley,Bank,Fish & Chips Shop,Seafood Restaurant,Caribbean Restaurant,Gym / Fitness Center,Spanish Restaurant,182.0
183,2020,Mott Haven,Pizza Place,Mexican Restaurant,Donut Shop,Baseball Field,Gym,Supermarket,Discount Store,Playground,Fast Food Restaurant,Furniture / Home Store,Deli / Bodega,Steakhouse,Brewery,Bakery,Music Venue,Pharmacy,Gym / Fitness Center,Grocery Store,Sandwich Place,Peruvian Restaurant,183.0
184,2020,Mount Eden,Pizza Place,Grocery Store,Pharmacy,Fast Food Restaurant,Chinese Restaurant,Food Truck,Deli / Bodega,Supermarket,Donut Shop,Ice Cream Shop,Bank,Spanish Restaurant,Gym,Bus Station,Fried Chicken Joint,Bar,Nightclub,Mobile Phone Shop,Bridge,Park,184.0
185,2020,Mount Hope,Grocery Store,Pizza Place,Pharmacy,Supermarket,Fast Food Restaurant,Fried Chicken Joint,Donut Shop,Bus Station,Latin American Restaurant,Bank,Convenience Store,Sandwich Place,Food Truck,Chinese Restaurant,Restaurant,Gas Station,Moving Target,Mobile Phone Shop,Café,Nightclub,185.0
186,2020,Murray Hill,Korean Restaurant,Coffee Shop,Japanese Restaurant,Pizza Place,Grocery Store,Bakery,Sandwich Place,Gym / Fitness Center,Gourmet Shop,Pub,Gym,Bar,Bank,Karaoke Bar,Hotel,Supermarket,Park,Burger Joint,American Restaurant,Café,186.0
187,2020,Neponsit,Beach,Deli / Bodega,Spa,Pub,Bus Stop,Mexican Restaurant,Park,Boutique,Pizza Place,Chinese Restaurant,Bakery,Harbor / Marina,Italian Restaurant,Burger Joint,Filipino Restaurant,Falafel Restaurant,Farmers Market,Fast Food Restaurant,Field,Farm,187.0
188,2020,New Brighton,Pizza Place,Bar,Italian Restaurant,Park,Mexican Restaurant,Donut Shop,Bus Stop,Tapas Restaurant,Garden Center,Rock Club,Sandwich Place,Farmers Market,Liquor Store,Pharmacy,Gastropub,Brewery,Caribbean Restaurant,Toy / Game Store,Convenience Store,Boat or Ferry,188.0
189,2020,New Dorp,Italian Restaurant,Pizza Place,Kids Store,Coffee Shop,Bus Stop,Ice Cream Shop,Bank,Pharmacy,Mexican Restaurant,American Restaurant,Bagel Shop,Convenience Store,Sushi Restaurant,Asian Restaurant,Chinese Restaurant,Supermarket,Deli / Bodega,Sandwich Place,Discount Store,Dim Sum Restaurant,189.0
190,2020,New Dorp Beach,Bank,Pharmacy,Kids Store,American Restaurant,Beach,Shopping Mall,Coffee Shop,Supermarket,Food,Supplement Shop,Discount Store,Ice Cream Shop,Baseball Field,Mexican Restaurant,Bus Stop,Sushi Restaurant,Mobile Phone Shop,Deli / Bodega,Buffet,Burger Joint,190.0
191,2020,New Lots,Fast Food Restaurant,Deli / Bodega,Pizza Place,Pharmacy,Caribbean Restaurant,Grocery Store,Fish & Chips Shop,Park,Metro Station,Cosmetics Shop,Fried Chicken Joint,Playground,Spanish Restaurant,Breakfast Spot,Sporting Goods Shop,Sandwich Place,Coffee Shop,Bank,Health & Beauty Service,Auto Garage,191.0
192,2020,New Springville,Coffee Shop,Pharmacy,Sandwich Place,Donut Shop,Furniture / Home Store,Electronics Store,Bagel Shop,Martial Arts Dojo,Shipping Store,Shoe Store,Gym / Fitness Center,Men's Store,Mexican Restaurant,Liquor Store,Grocery Store,Mobile Phone Shop,Paper / Office Supplies Store,Fast Food Restaurant,Sporting Goods Shop,Supplement Shop,192.0
193,2020,Noho,Italian Restaurant,Coffee Shop,Hotel,Japanese Restaurant,Pizza Place,Mexican Restaurant,Taco Place,Café,Cocktail Bar,Bar,Deli / Bodega,Asian Restaurant,Argentinian Restaurant,Boutique,Ice Cream Shop,Wine Shop,Greek Restaurant,Gourmet Shop,Seafood Restaurant,Rock Club,193.0
194,2020,North Corona,Latin American Restaurant,Deli / Bodega,Tennis Stadium,Pizza Place,Boat or Ferry,Mexican Restaurant,Bakery,Food Truck,Pharmacy,Museum,Supermarket,Mobile Phone Shop,Coffee Shop,Peruvian Restaurant,South American Restaurant,Science Museum,Sandwich Place,Hot Dog Joint,Rental Car Location,Wine Bar,194.0
195,2020,North Riverdale,Pizza Place,Deli / Bodega,Bar,Coffee Shop,Bank,Pool,Park,Bus Station,Sandwich Place,Chinese Restaurant,Diner,Gym,Burger Joint,Italian Restaurant,Baseball Field,Mexican Restaurant,Market,Grocery Store,Bagel Shop,Social Club,195.0
196,2020,North Side,Coffee Shop,Pizza Place,Yoga Studio,Wine Bar,Bakery,Cocktail Bar,American Restaurant,Jewelry Store,Japanese Restaurant,Bookstore,Mexican Restaurant,Bar,French Restaurant,Vegetarian / Vegan Restaurant,Juice Bar,Beer Garden,Ice Cream Shop,Cycle Studio,Italian Restaurant,Gastropub,196.0
197,2020,Norwood,Pizza Place,Park,Bank,Donut Shop,Sandwich Place,Bus Station,Spanish Restaurant,Fast Food Restaurant,Mexican Restaurant,Deli / Bodega,Pharmacy,Coffee Shop,Chinese Restaurant,Caribbean Restaurant,Mobile Phone Shop,Gym,Diner,Supermarket,Food Truck,Grocery Store,197.0
198,2020,Oakland Gardens,Chinese Restaurant,Pharmacy,Korean Restaurant,Deli / Bodega,Yoga Studio,Bank,Italian Restaurant,Coffee Shop,Sushi Restaurant,Park,Donut Shop,Bike Trail,Baseball Field,Basketball Court,Mediterranean Restaurant,Shop & Service,Middle School,Liquor Store,Taiwanese Restaurant,Gift Shop,198.0
199,2020,Oakwood,Coffee Shop,Donut Shop,Nightlife Spot,Burger Joint,Bus Stop,Performing Arts Venue,Bank,Bagel Shop,Trail,Shipping Store,Train Station,Asian Restaurant,Sandwich Place,Playground,Supermarket,Restaurant,Deli / Bodega,Construction & Landscaping,Department Store,Kids Store,199.0
